molregno,Compound ChEMBL ID,docid
503518,CHEMBL499564,[40087]
197380,CHEMBL332907,[2941]
355702,CHEMBL443070,[31532]
181566,CHEMBL111068,[5789]
1148071,CHEMBL1779597,[57631]
602435,CHEMBL602275,[49592]
397327,CHEMBL234178,[36792]
2075098,CHEMBL3781778,[98679]
643768,CHEMBL1162229,[44516]
1544396,CHEMBL2369945,[64056]
194457,CHEMBL119271,[12563]
1620604,CHEMBL3121284,[77023]
676101,CHEMBL1202150,[12310]
1503411,CHEMBL2303960,[20864]
475017,CHEMBL518937,[45576]
401076,CHEMBL237924,[36929]
552164,CHEMBL538789,[7328]
712530,CHEMBL1276562,[53823]
1494667,CHEMBL2287766,[71073]
1957080,CHEMBL3604046,[93160]
66547,CHEMBL45305,"[15419, 36689, 53168, -1]"
440562,CHEMBL410840,[39210]
125276,CHEMBL80161,[12423]
99954,CHEMBL63359,[7018]
1818882,CHEMBL3354761,[89855]
462406,CHEMBL505672,[43014]
1347903,CHEMBL2041481,[62247]
1064660,CHEMBL1651943,[55250]
1426499,CHEMBL2159948,[65599]
380840,CHEMBL388570,"[35825, 58276, 76398]"
1583000,CHEMBL2429879,[74972]
1633757,CHEMBL3144466,[15972]
225813,CHEMBL138280,[16629]
1423017,CHEMBL2152340,"[65445, 75172]"
1337842,CHEMBL2022473,[61751]
107306,CHEMBL67057,[4959]
292665,CHEMBL176895,[9137]
1273729,CHEMBL1938890,[60742]
857210,CHEMBL1433326,"[51887, 61590]"
89927,CHEMBL58569,[17786]
1420828,CHEMBL2147329,[65302]
2059831,CHEMBL3752222,[97761]
1924135,CHEMBL3526438,[91942]
488153,CHEMBL506893,[42004]
185878,CHEMBL114997,[10851]
569081,CHEMBL576726,[48409]
1362550,CHEMBL2074743,[64290]
1820677,CHEMBL3356538,[89451]
512277,CHEMBL504621,[44087]
271758,CHEMBL164317,[9326]
573761,CHEMBL574138,[48563]
384327,CHEMBL397243,[35980]
19646,CHEMBL17706,[2568]
23028,CHEMBL19540,[1180]
1757316,CHEMBL3286795,[83749]
566066,CHEMBL562754,[48079]
215340,CHEMBL130607,[5290]
347036,CHEMBL207337,[31138]
1948641,CHEMBL3585432,[92618]
417888,CHEMBL401418,"[37902, 84147]"
1339144,CHEMBL2023762,[61722]
592278,CHEMBL594306,[49333]
711129,CHEMBL1271872,[53535]
380545,CHEMBL229139,[35877]
1471193,CHEMBL2235682,[69035]
112182,CHEMBL70891,[426]
604390,CHEMBL599607,[49660]
1473051,CHEMBL2237521,[69015]
1844493,CHEMBL3427104,[91824]
252410,CHEMBL150778,"[10867, 82496]"
1824130,CHEMBL3359956,[89896]
715923,CHEMBL1289516,[54009]
428904,CHEMBL261208,[38651]
265343,CHEMBL159165,[15329]
1798458,CHEMBL3349847,"[11733, 12149]"
1619267,CHEMBL3116280,[76806]
675936,CHEMBL1201985,[7316]
1523808,CHEMBL2334161,[72480]
92510,CHEMBL60769,[14426]
1613013,CHEMBL3104926,[76565]
51892,CHEMBL289518,[16894]
1165532,CHEMBL1807843,[58406]
1843900,CHEMBL3425521,[91803]
49615,CHEMBL35115,[14899]
1155054,CHEMBL1791423,[16119]
646411,CHEMBL1164792,[51474]
1039494,CHEMBL1616543,[89572]
157644,CHEMBL318250,[11171]
1439044,CHEMBL2178251,[66642]
418094,CHEMBL249971,[37897]
1282826,CHEMBL1957296,[61354]
567612,CHEMBL562654,[47927]
2052406,CHEMBL3740208,[97427]
1075390,CHEMBL1685046,[55844]
316113,CHEMBL187936,[20594]
1332283,CHEMBL2011236,[61407]
494763,CHEMBL498417,[45096]
19407,CHEMBL17358,[10089]
1481191,CHEMBL2263342,[70018]
355374,CHEMBL380166,[31496]
105746,CHEMBL305746,[15996]
454457,CHEMBL516480,[44811]
378786,CHEMBL389881,[35698]
1561288,CHEMBL2381875,[73626]
387610,CHEMBL243492,[36675]
1729832,CHEMBL3229198,[82144]
2054360,CHEMBL3739522,[97400]
317962,CHEMBL434351,"[21336, 30893, 37966, 45300, 46406, 52164, 55326, 72892]"
1487386,CHEMBL2270087,[70426]
2078406,CHEMBL3785201,[98823]
344506,CHEMBL378071,[31002]
270534,CHEMBL159695,[6109]
444983,CHEMBL519711,[40939]
1142007,CHEMBL1766968,[57272]
26516,CHEMBL21019,"[6675, 76540]"
374623,CHEMBL225596,[35364]
26090,CHEMBL22042,[10097]
14946,CHEMBL15117,[8343]
98597,CHEMBL64151,[16992]
1833715,CHEMBL3403493,[91275]
1757500,CHEMBL3286403,[83987]
260641,CHEMBL156489,[9302]
182361,CHEMBL326781,[13090]
1331873,CHEMBL2010830,"[61433, 84147]"
1970118,CHEMBL3632865,[93839]
463161,CHEMBL465982,[40291]
1948085,CHEMBL3582023,[92503]
1074355,CHEMBL1684118,[55753]
1527173,CHEMBL2337493,[72339]
88123,CHEMBL56731,"[11055, 13401, 15091, 17255, 41395, 53172, 51887, 51887, 51887, 51887, 51887, 51887, 51887, 51887, 51887, 39142]"
1583433,CHEMBL2431377,[74987]
1740619,CHEMBL3247989,[82505]
1494358,CHEMBL2287460,[70976]
258066,CHEMBL347205,[4668]
1173727,CHEMBL1823634,[58887]
1283356,CHEMBL1957821,[61269]
192030,CHEMBL117368,"[17591, 47319, 84147]"
1742296,CHEMBL3249650,[82719]
90328,CHEMBL57161,[15438]
398234,CHEMBL393448,[36795]
339850,CHEMBL381363,[30765]
1799332,CHEMBL3350725,[17339]
1963503,CHEMBL3617162,[93486]
553195,CHEMBL558236,[36035]
2050848,CHEMBL3735496,[97350]
15735,CHEMBL15261,[8164]
1344897,CHEMBL2035374,[62149]
1727949,CHEMBL3221538,[81716]
1705817,CHEMBL3217040,[75130]
690301,CHEMBL1223850,[52458]
1443220,CHEMBL2203614,[66806]
1623642,CHEMBL3127021,[77239]
1143745,CHEMBL1771434,[57455]
427963,CHEMBL260846,[39514]
645806,CHEMBL1164099,[51538]
556818,CHEMBL561318,[47821]
618386,CHEMBL1077766,[50068]
192233,CHEMBL117501,[12683]
432338,CHEMBL408839,[39195]
65980,CHEMBL45317,[2639]
111921,CHEMBL70400,[4041]
243257,CHEMBL357399,[15764]
542297,CHEMBL580072,"[48285, 62090, 91873]"
182468,CHEMBL112981,[12537]
1166090,CHEMBL1808396,[58346]
700758,CHEMBL1241538,[52700]
367334,CHEMBL218399,[34890]
226370,CHEMBL138123,[11554]
465959,CHEMBL515222,[42599]
24515,CHEMBL281823,[8037]
2084541,CHEMBL3797371,[99163]
1823997,CHEMBL3359825,[89752]
288150,CHEMBL368600,[4735]
232381,CHEMBL138293,[6553]
190844,CHEMBL117027,[15295]
490396,CHEMBL517200,[43992]
151138,CHEMBL92602,[14508]
1516621,CHEMBL2322472,[72087]
611619,CHEMBL1079434,"[50237, 57718]"
1925510,CHEMBL3542383,[92064]
314407,CHEMBL426622,[21139]
456067,CHEMBL446833,[45371]
1741472,CHEMBL3248834,[82792]
559067,CHEMBL559805,[48093]
1280769,CHEMBL1951779,[61045]
1824035,CHEMBL3359862,[89829]
13243,CHEMBL14175,[9740]
1269436,CHEMBL1928469,[60495]
86489,CHEMBL298517,"[6774, 16005, 16511, 14598, 21068, 21388, 31223, 34886, 37247, 46110, 50377, 50377, 51887, 70502, 93744, 93744]"
480082,CHEMBL466118,[47192]
1792186,CHEMBL3337694,[89257]
544036,CHEMBL543991,[7558]
524019,CHEMBL521200,[46926]
1272393,CHEMBL1934920,[60616]
1632685,CHEMBL3143394,[9992]
499715,CHEMBL519060,[46826]
1345051,CHEMBL2035526,[62058]
521597,CHEMBL470016,[46425]
2073209,CHEMBL3775563,[98545]
1336598,CHEMBL2018860,[61687]
616867,CHEMBL1078702,[50136]
119314,CHEMBL307409,[9916]
35231,CHEMBL26693,[6690]
202928,CHEMBL436897,[14189]
1736922,CHEMBL3238369,[82457]
1179224,CHEMBL1835172,[59164]
354656,CHEMBL213643,[31625]
1724463,CHEMBL3218087,[81972]
2060021,CHEMBL3754623,[97769]
1748876,CHEMBL3263893,[83218]
1567398,CHEMBL2396893,[74084]
1547989,CHEMBL2373538,[11842]
1952250,CHEMBL3593653,[92827]
495869,CHEMBL502906,[46583]
1174742,CHEMBL1824639,[58895]
562154,CHEMBL552057,[47840]
1977890,CHEMBL3645145,[94090]
1339858,CHEMBL2024469,[61794]
438665,CHEMBL404549,[38721]
201504,CHEMBL123118,"[14179, 99288]"
407419,CHEMBL393405,[37848]
2073671,CHEMBL3774781,[98558]
117405,CHEMBL307241,"[14018, 51887]"
1746103,CHEMBL3261147,[83181]
486892,CHEMBL521536,[42081]
1443235,CHEMBL2203629,[66807]
211882,CHEMBL128855,[14267]
2012773,CHEMBL3679679,[94123]
154582,CHEMBL316337,"[5833, 38815, 71419]"
1980346,CHEMBL3647576,[94687]
1421021,CHEMBL2147520,[65386]
1830219,CHEMBL3398488,[91036]
565146,CHEMBL551160,"[47688, 91371]"
2074607,CHEMBL3781014,[98685]
1268095,CHEMBL1927142,[60425]
1745610,CHEMBL3260659,[83304]
1159260,CHEMBL1796213,[58031]
1621418,CHEMBL3122090,[76974]
38940,CHEMBL29726,"[11737, 15411, 14395, 15029, 14106, 9698, 9698, 21632, 51887, 51887, 51887]"
1578751,CHEMBL2419965,[74778]
1524488,CHEMBL2334835,[72370]
1627078,CHEMBL3137747,[781]
137145,CHEMBL315942,[11937]
275514,CHEMBL165330,"[2476, 84147]"
393113,CHEMBL233910,[36555]
101437,CHEMBL67252,[3873]
1623002,CHEMBL3126387,[77094]
1425291,CHEMBL2158752,[65672]
168505,CHEMBL101963,[9253]
231500,CHEMBL138295,"[15720, 38875]"
599746,CHEMBL589265,[49898]
112960,CHEMBL70383,[5206]
113305,CHEMBL264525,[1334]
700686,CHEMBL1241467,[52793]
225514,CHEMBL137851,[5990]
188414,CHEMBL324990,[5278]
124929,CHEMBL78923,[14027]
380028,CHEMBL229821,[35863]
2021403,CHEMBL3688222,[94937]
1501216,CHEMBL2297625,[71487]
103017,CHEMBL65707,[1784]
1784719,CHEMBL3322158,[90668]
1140304,CHEMBL1765282,[57327]
1831347,CHEMBL3401149,[91091]
1543345,CHEMBL2368894,[8837]
515984,CHEMBL520857,[45893]
1494587,CHEMBL2287687,[70984]
342778,CHEMBL206159,[30885]
333925,CHEMBL370158,[30387]
625045,CHEMBL1098267,[50947]
1178035,CHEMBL1831320,[59028]
52858,CHEMBL34543,[16896]
468421,CHEMBL503142,[43822]
612468,CHEMBL1076447,[50234]
404864,CHEMBL394992,"[37252, 44721]"
1139481,CHEMBL1762191,[57158]
22109,CHEMBL281172,[3702]
173239,CHEMBL104223,[15562]
1463356,CHEMBL2229200,[67917]
1069969,CHEMBL1672571,[55660]
1950332,CHEMBL3589185,[92719]
1741464,CHEMBL3248826,[82792]
1728020,CHEMBL3221608,[81864]
624181,CHEMBL1094633,[50873]
168817,CHEMBL102434,[4576]
263746,CHEMBL159198,"[3535, 75098]"
1445915,CHEMBL2206282,[66814]
2074860,CHEMBL3781707,[98686]
603887,CHEMBL598187,[49630]
357073,CHEMBL424709,[31798]
265058,CHEMBL348537,[10888]
1429248,CHEMBL2165807,[65765]
547453,CHEMBL543670,[7630]
1443214,CHEMBL2203608,[66805]
167518,CHEMBL102076,[13486]
613919,CHEMBL1087516,[50380]
486051,CHEMBL495207,[42109]
210646,CHEMBL129727,[13619]
1333192,CHEMBL2012136,"[61470, 89869]"
564332,CHEMBL551133,"[48087, 49232, 50586, 71746, 72075]"
562230,CHEMBL551662,[47817]
759909,CHEMBL1336025,"[51887, 51887, 70524]"
216910,CHEMBL133163,"[12620, 14223, 374]"
391909,CHEMBL242741,"[36505, 36505, 41395]"
198109,CHEMBL119918,"[1504, 31568]"
388770,CHEMBL242416,[36696]
454456,CHEMBL460482,[44811]
15761,CHEMBL279346,[16355]
1727114,CHEMBL3220711,[81783]
1787394,CHEMBL3326576,[90688]
1250764,CHEMBL1911163,[59419]
448440,CHEMBL461095,[43754]
373364,CHEMBL222581,[35440]
701388,CHEMBL1242162,[52707]
571675,CHEMBL575577,[48610]
131053,CHEMBL79968,[6327]
163973,CHEMBL98438,[13482]
1985237,CHEMBL3652418,[94284]
1732164,CHEMBL3233659,[82246]
39537,CHEMBL416568,[7251]
1494640,CHEMBL2287739,[71073]
82219,CHEMBL384355,[11229]
1179395,CHEMBL1835342,[59213]
163628,CHEMBL98741,[16502]
238643,CHEMBL407250,[14721]
1360571,CHEMBL2070422,[63006]
163508,CHEMBL98547,"[16502, 21354]"
250656,CHEMBL434699,[3515]
1174445,CHEMBL1824345,[58892]
1527322,CHEMBL2337640,[72505]
270941,CHEMBL350623,[9324]
290373,CHEMBL368400,[7208]
1993642,CHEMBL3660739,[94320]
1462833,CHEMBL2228682,[67908]
63975,CHEMBL295419,[10164]
493341,CHEMBL500380,[45756]
553860,CHEMBL539636,[4494]
1545814,CHEMBL2371363,[3033]
123882,CHEMBL76494,[5635]
609482,CHEMBL607443,[10335]
1958004,CHEMBL3604960,[93185]
1952285,CHEMBL3593688,[92854]
146405,CHEMBL88924,[15517]
1954404,CHEMBL3597450,[92932]
704204,CHEMBL1254737,[52907]
425491,CHEMBL403493,[39297]
1175627,CHEMBL1828936,[58951]
485939,CHEMBL495223,[42120]
166399,CHEMBL329239,[12987]
1575346,CHEMBL2414114,[74588]
217201,CHEMBL335830,[14268]
521700,CHEMBL443707,[46439]
189224,CHEMBL116621,[16544]
1618869,CHEMBL3115886,[76857]
583557,CHEMBL565381,[49153]
177709,CHEMBL444848,[3480]
595784,CHEMBL609289,[49293]
91118,CHEMBL294898,[3847]
1178137,CHEMBL1834096,"[59136, 76544]"
1463703,CHEMBL2229543,[67926]
1622062,CHEMBL3125457,[77133]
1179680,CHEMBL1835624,[59197]
1616860,CHEMBL3113897,[76762]
430749,CHEMBL260214,[38920]
32257,CHEMBL25134,[7533]
185954,CHEMBL323980,[5209]
154088,CHEMBL96781,"[15026, 15577, 16404]"
1170469,CHEMBL1818273,"[58713, 92928]"
617949,CHEMBL1077781,[50081]
706282,CHEMBL1257284,[53108]
1959454,CHEMBL3608599,[93293]
1594653,CHEMBL3084762,[53505]
1117824,CHEMBL1738777,"[61257, 66573, 75196]"
1549629,CHEMBL2375178,[3040]
463380,CHEMBL448219,[39579]
188586,CHEMBL325943,[14567]
2057145,CHEMBL3747070,[97607]
604782,CHEMBL605642,[10936]
289852,CHEMBL367540,[8617]
1953569,CHEMBL3596624,[92969]
345610,CHEMBL205571,[31043]
567299,CHEMBL557297,"[47758, 61587]"
1759230,CHEMBL3288690,[83776]
2094428,CHEMBL3828048,[99868]
459997,CHEMBL475005,[47167]
471285,CHEMBL518633,[45033]
544247,CHEMBL544704,[9449]
1167487,CHEMBL1812464,[58500]
2077863,CHEMBL3787144,[98858]
201696,CHEMBL123989,[2954]
1214938,CHEMBL1874367,"[51887, 75133]"
11048,CHEMBL12500,[1126]
229297,CHEMBL336891,[12665]
489087,CHEMBL445594,[44037]
1778981,CHEMBL3309887,[90212]
627328,CHEMBL1099116,[51166]
611622,CHEMBL1079612,[50240]
289948,CHEMBL172850,[5493]
1620120,CHEMBL3120805,[76954]
1499986,CHEMBL2296408,[71523]
1344309,CHEMBL2032236,[61976]
1996825,CHEMBL3663890,[94969]
1283716,CHEMBL1958177,[61273]
1622903,CHEMBL3126289,[77225]
52273,CHEMBL37574,[1222]
1462574,CHEMBL2228426,[67965]
8167,CHEMBL496,"[7461, 6240, 7609, 49260, 52071, 51887, 51887, 51887, 51887, 51887, 54872, 56109, 56110, 56111, -1, 51887, 51887, 59186, 51887, 51887, 59306, 59327, 64911, 65106, 51887, 73915, 75454, 75456, 75455, 75466, 51887, 51887, 51887, 98561, 100207, 100208]"
624644,CHEMBL1094608,[50944]
115041,CHEMBL306908,"[6833, 37467, 48893, 51887, 61742]"
262807,CHEMBL422347,[6091]
20988,CHEMBL18411,[769]
1729541,CHEMBL3228910,[82087]
1476453,CHEMBL2252522,[69698]
149822,CHEMBL412190,"[2397, 46183, 41062, 72504]"
1365687,CHEMBL2088019,[64933]
1271979,CHEMBL1934510,[60654]
2072547,CHEMBL3770681,[98516]
111226,CHEMBL305189,[13404]
600170,CHEMBL600890,[49880]
1761247,CHEMBL3290687,[83893]
251028,CHEMBL150196,[17321]
351960,CHEMBL209855,[31401]
26533,CHEMBL21484,[10099]
1250140,CHEMBL1910545,[59346]
1577174,CHEMBL2418404,[74761]
497568,CHEMBL477844,[46348]
1511976,CHEMBL2312925,[71857]
1520826,CHEMBL2326635,[72206]
1264375,CHEMBL1916914,[60138]
310459,CHEMBL366258,[20234]
363040,CHEMBL214683,[32000]
460128,CHEMBL516062,"[47160, 71498]"
676278,CHEMBL1202327,[48215]
137083,CHEMBL314277,[4440]
149177,CHEMBL328550,[4016]
350953,CHEMBL209503,[31383]
2068139,CHEMBL3764991,[98366]
1835712,CHEMBL3408949,[91440]
614362,CHEMBL1087383,[50383]
1284018,CHEMBL1958476,[61323]
713525,CHEMBL1277547,[53862]
1050744,CHEMBL1627853,[10165]
1779225,CHEMBL3310128,[90289]
631048,CHEMBL1085888,[51291]
127845,CHEMBL1047,"[2755, 9976, 40569, 46348, 56111, 56111, -1, -1, 51887, 51887, 60265, 76585, 51887, 51887, 51887, 51887, 51887, 100208]"
1561619,CHEMBL2382202,[73634]
202220,CHEMBL333983,[15120]
2052143,CHEMBL3735879,[97327]
1528248,CHEMBL2338557,[72510]
565299,CHEMBL551765,"[47494, 84147]"
230049,CHEMBL343496,[12667]
1165447,CHEMBL1807759,[58363]
83755,CHEMBL55359,"[17502, 16428, 16500, 16334, 21692, 34799, 44815, 52157]"
1785976,CHEMBL3323403,[90591]
78582,CHEMBL51149,"[9092, 8523, 7968, 10462, 10462, 43854, 50855, 51887, 51887, 45320, 55203, 56167, 51887, 51887, 51887, 51887, 64189, 64461, 65106, 51887, 73892, 73877, 76425, 77450, 91874, 98621, 100207]"
272660,CHEMBL348794,[15336]
1163619,CHEMBL1802533,[58213]
2054325,CHEMBL3740984,[97400]
23384,CHEMBL19591,[7224]
443368,CHEMBL450540,"[42948, 59244, 62447]"
437460,CHEMBL256412,[38806]
480142,CHEMBL466689,"[46679, 58715]"
1353713,CHEMBL2057956,[62684]
1463801,CHEMBL2229640,[67992]
387624,CHEMBL429819,[36615]
395973,CHEMBL401424,[36510]
1526372,CHEMBL2336700,[72448]
627519,CHEMBL1097153,[51159]
1833105,CHEMBL3402889,[91145]
713740,CHEMBL1277760,[53892]
1422098,CHEMBL2151431,[65571]
1827744,CHEMBL3393933,[90871]
312756,CHEMBL362119,[21064]
1788789,CHEMBL3329800,[90112]
712263,CHEMBL1276298,[53919]
550690,CHEMBL541788,[816]
1514467,CHEMBL2315391,[71795]
577591,CHEMBL576203,[49120]
439798,CHEMBL273110,[38499]
641869,CHEMBL1160330,[1781]
138921,CHEMBL437828,[16044]
198787,CHEMBL121379,[17142]
406957,CHEMBL240112,"[37849, 49722]"
218333,CHEMBL334508,[16614]
2051999,CHEMBL3735648,"[97323, 99814]"
1588113,CHEMBL2441597,[75269]
387801,CHEMBL395492,[36685]
380828,CHEMBL229730,[35886]
1477823,CHEMBL2260007,[69964]
100952,CHEMBL62460,[10226]
83790,CHEMBL54342,[10599]
622420,CHEMBL1089781,[50744]
406299,CHEMBL396842,[36983]
2084313,CHEMBL3799408,[99099]
1950034,CHEMBL3588890,[92724]
81202,CHEMBL50519,"[13970, 13895, 38815]"
1443396,CHEMBL2203789,[66892]
1262017,CHEMBL1914579,[60126]
29782,CHEMBL423291,"[17718, 42049]"
601770,CHEMBL597310,[49548]
683012,CHEMBL1209211,[52006]
602638,CHEMBL600636,[49596]
1147508,CHEMBL1779039,[57668]
1522420,CHEMBL2332787,[72469]
1754859,CHEMBL3276813,[83459]
1836993,CHEMBL3410218,[91338]
1953375,CHEMBL3596432,[92901]
79668,CHEMBL299102,[8726]
17148,CHEMBL16664,[2565]
552291,CHEMBL540587,[7929]
149481,CHEMBL433178,[1426]
438061,CHEMBL256168,[38411]
422732,CHEMBL252886,[38288]
284205,CHEMBL167950,"[16440, 11679]"
1050845,CHEMBL1627954,[9650]
188132,CHEMBL420860,[16542]
332428,CHEMBL200437,[30373]
1070121,CHEMBL1672697,[55620]
6060,CHEMBL429202,[6166]
322579,CHEMBL373290,"[21254, 60373]"
479899,CHEMBL512429,[47211]
573995,CHEMBL567619,[48639]
684602,CHEMBL1210785,[51968]
280773,CHEMBL168498,[5374]
1735050,CHEMBL3236516,[82276]
571610,CHEMBL572521,[48613]
1446027,CHEMBL2206393,[66862]
1626231,CHEMBL3134130,[77304]
1167065,CHEMBL1812046,[58549]
641602,CHEMBL1160063,[8426]
1749616,CHEMBL3264625,[83228]
1825486,CHEMBL3361299,[90071]
601690,CHEMBL598937,[49538]
144781,CHEMBL328769,[9248]
1336235,CHEMBL2018500,[61630]
1177336,CHEMBL1830628,[59016]
178278,CHEMBL324016,[1496]
278210,CHEMBL354134,[2030]
481404,CHEMBL450707,"[42744, 76046]"
389908,CHEMBL242577,[36708]
1967980,CHEMBL3628031,[93731]
207621,CHEMBL333503,"[17638, 21692, 30191, 30569, 34799]"
1705155,CHEMBL3216378,[77146]
1977613,CHEMBL3644870,[94037]
393532,CHEMBL232275,[36226]
355752,CHEMBL426690,"[31514, 40242, 40584, 51823, 71008]"
1429967,CHEMBL2170483,[65990]
428180,CHEMBL260262,[39471]
175221,CHEMBL108844,[5173]
230177,CHEMBL343357,"[15307, 65738, 65890]"
121828,CHEMBL77686,"[14463, 10897, 41660, 40378, 40570, 52737, 57599, 91417, 92153]"
1351795,CHEMBL2048364,[62534]
76160,CHEMBL51874,[4907]
354046,CHEMBL212107,[31610]
750,CHEMBL384261,[5404]
111269,CHEMBL422235,"[14012, 84078]"
579790,CHEMBL584741,"[49094, 61016]"
1570998,CHEMBL2403398,[74173]
230554,CHEMBL139035,[16246]
304143,CHEMBL183481,[20932]
148010,CHEMBL91416,"[3385, 21573, 20852, 44822, 45322, 58588]"
611827,CHEMBL1081538,[50238]
1429657,CHEMBL2170176,[66025]
334022,CHEMBL199845,[30493]
124091,CHEMBL80748,[3949]
1475904,CHEMBL2251978,[69692]
2075085,CHEMBL3781129,[98677]
172766,CHEMBL106771,"[16517, 35446, 46891, 47814, 49300, 61470, 62342, 69990, 74944, 51887, 83238, 89507]"
1954531,CHEMBL3597576,[92937]
1728286,CHEMBL3221872,[81793]
1163836,CHEMBL1802748,[58213]
140047,CHEMBL83135,[13443]
1142919,CHEMBL1770616,[57420]
1605470,CHEMBL3087987,[76090]
598050,CHEMBL600049,[49782]
1427817,CHEMBL2164390,[65828]
190756,CHEMBL116736,"[8517, 52065, 70575, 75428]"
457265,CHEMBL453623,[46106]
1250428,CHEMBL1910830,[59358]
35474,CHEMBL283064,[3364]
103232,CHEMBL67475,[12387]
1948950,CHEMBL3585738,[92641]
79620,CHEMBL53193,[6766]
442091,CHEMBL277984,[38405]
1561392,CHEMBL2381978,[73585]
366108,CHEMBL373858,[34838]
254326,CHEMBL348199,"[4664, 99786]"
248117,CHEMBL149993,[16294]
432644,CHEMBL427905,[39270]
644791,CHEMBL1163161,[51613]
555744,CHEMBL565162,[48201]
83142,CHEMBL54822,[3191]
230942,CHEMBL138470,[3502]
1608510,CHEMBL3094122,[76185]
1037923,CHEMBL1614912,[56104]
549182,CHEMBL537191,[21593]
15539,CHEMBL276341,"[16355, 14085]"
1544114,CHEMBL2369663,[15932]
697460,CHEMBL1235110,"[59179, 65912, 94689]"
33065,CHEMBL278804,[13914]
1563202,CHEMBL2386435,[73810]
344624,CHEMBL204364,[31015]
494226,CHEMBL495573,[45067]
1347683,CHEMBL2041264,[62246]
141668,CHEMBL89073,"[462, 1082]"
1575383,CHEMBL2414151,[74482]
1608353,CHEMBL3093967,[76255]
344307,CHEMBL437896,[30993]
362087,CHEMBL385293,[31852]
558135,CHEMBL561566,[47453]
253733,CHEMBL357028,"[17377, 31563]"
95269,CHEMBL61441,[11874]
1168206,CHEMBL1813175,[58460]
1349627,CHEMBL2043188,[62325]
1426753,CHEMBL2160199,[65727]
469406,CHEMBL521699,[45266]
633256,CHEMBL1085260,[51391]
294448,CHEMBL177792,[16860]
55465,CHEMBL37099,[13936]
24076,CHEMBL20083,[9754]
1515575,CHEMBL2316488,[71887]
29526,CHEMBL23798,[9762]
1439394,CHEMBL2178598,[66583]
133297,CHEMBL84953,[6871]
574702,CHEMBL569401,[48746]
1140553,CHEMBL1765529,[57372]
394493,CHEMBL412797,[36390]
2080966,CHEMBL3794312,[98983]
546294,CHEMBL545493,[15546]
1626013,CHEMBL3133914,[77290]
1522545,CHEMBL2332911,[72574]
1605103,CHEMBL3087623,[75960]
68283,CHEMBL43824,"[4281, 51887]"
1789696,CHEMBL3330698,[89297]
201925,CHEMBL121758,[14183]
1705419,CHEMBL3216642,[1473]
621811,CHEMBL1092240,"[50715, 66758, 84147]"
1181038,CHEMBL1836968,"[59157, 89702]"
389535,CHEMBL244852,"[36309, 36357]"
303516,CHEMBL183603,[20720]
1529632,CHEMBL2347800,[72795]
1346053,CHEMBL2036518,[62175]
1149703,CHEMBL1783040,[57950]
1566936,CHEMBL2393345,[73973]
118291,CHEMBL306569,[3935]
553896,CHEMBL558211,[11472]
684605,CHEMBL1210788,[51973]
311114,CHEMBL364600,[20319]
690161,CHEMBL1223712,[52436]
709436,CHEMBL1270196,[53429]
1737970,CHEMBL3245367,[82674]
1069717,CHEMBL1672368,[55652]
438718,CHEMBL256856,"[38745, 47229]"
276667,CHEMBL167389,[4810]
310132,CHEMBL187901,"[20250, 58463]"
22176,CHEMBL273784,[7489]
1162127,CHEMBL1801056,[58291]
558174,CHEMBL541965,[47523]
1924418,CHEMBL3526718,[92033]
1955524,CHEMBL3600637,[93010]
1583001,CHEMBL2430949,[74972]
264453,CHEMBL1316,"[16308, 21315, 34763, 44161, 51838, 52921, 51887, 51887, 56111, -1, 58740, 62948, 64666, 65106, 65504, 66035, 75466, 77450, 51887, 51887, 92431]"
1056477,CHEMBL1642111,[54682]
1420537,CHEMBL2147041,"[65364, 98666]"
1064179,CHEMBL1651712,[54813]
1404,CHEMBL6950,"[8013, 7409, 83382]"
476614,CHEMBL452178,[46214]
1148377,CHEMBL1779900,[57728]
1957549,CHEMBL3604510,[93174]
1144282,CHEMBL1773247,[57484]
215717,CHEMBL130103,[13116]
1569640,CHEMBL2402053,[74248]
859961,CHEMBL1436077,"[51887, 51887, 97229]"
1273693,CHEMBL1938855,[60865]
1050102,CHEMBL1627211,[38477]
476856,CHEMBL500173,[46220]
1493527,CHEMBL2286637,[70920]
1580034,CHEMBL2424925,[74869]
1264576,CHEMBL1917113,[60141]
1736812,CHEMBL3238260,[82380]
2039484,CHEMBL3718503,[97127]
710435,CHEMBL1271185,[53414]
565521,CHEMBL564913,[47709]
16933,CHEMBL278400,[6185]
1499480,CHEMBL2295907,[71467]
396172,CHEMBL440980,[36333]
1950081,CHEMBL3588937,[92715]
1356590,CHEMBL2063195,[62893]
135551,CHEMBL85154,[12935]
1542233,CHEMBL2367782,[5073]
1426072,CHEMBL2159525,[65641]
1178421,CHEMBL1834377,"[59135, 94256]"
1075787,CHEMBL1688238,[55859]
1181092,CHEMBL1837022,[59150]
2059605,CHEMBL3754614,[97853]
1428293,CHEMBL2164862,[65869]
1338003,CHEMBL2022632,[61725]
1516153,CHEMBL2322009,[72006]
1570470,CHEMBL2402875,[74211]
710556,CHEMBL1271305,[53439]
1366050,CHEMBL2088378,[65001]
388202,CHEMBL397462,[36662]
1583859,CHEMBL2431799,[75087]
237540,CHEMBL141601,[8883]
1162029,CHEMBL1800959,[58275]
1725391,CHEMBL3219006,[81818]
1344350,CHEMBL2032277,[62023]
141677,CHEMBL327324,[1405]
1838310,CHEMBL3415123,[91476]
