molregno,Compound ChEMBL ID,docid
390539,CHEMBL397705,"[12787, 8432, 15620, 12884, 12885, 15508, 11346, 12985, 12986, 15216, 7389, 45005, 45775, 49140, 58098, 61587, 62900, 68996, 70049, 82637]"
1446397,CHEMBL2206760,[67062]
1705776,CHEMBL3216999,[62400]
181033,CHEMBL321159,[15577]
1569770,CHEMBL2402182,[74253]
561479,CHEMBL551034,[47386]
407524,CHEMBL246666,[37782]
326104,CHEMBL383345,[20470]
507266,CHEMBL507471,[42636]
391970,CHEMBL243591,[36522]
643689,CHEMBL1162150,[38606]
244781,CHEMBL148301,"[14745, 57837]"
224481,CHEMBL335864,[16629]
65358,CHEMBL296992,[17757]
604143,CHEMBL605974,[49645]
115054,CHEMBL70603,[12906]
347208,CHEMBL379142,[31072]
477569,CHEMBL450512,[46186]
1334590,CHEMBL2016872,"[61605, 94638]"
466654,CHEMBL457457,[41924]
456496,CHEMBL461794,[45387]
416905,CHEMBL250017,[37879]
30813,CHEMBL433221,[5081]
626854,CHEMBL1099088,[51123]
1060485,CHEMBL1645390,"[54662, 97387]"
135389,CHEMBL84752,[5676]
2093848,CHEMBL3823549,[99720]
1742539,CHEMBL3249890,"[82959, 82959]"
45934,CHEMBL33563,[7805]
1783390,CHEMBL3318742,[90540]
1947284,CHEMBL3581230,[92449]
1358226,CHEMBL2064814,"[62878, 89821]"
716973,CHEMBL1290556,[54108]
1784593,CHEMBL3322034,[90657]
618652,CHEMBL1077937,[50078]
1574376,CHEMBL2413154,"[74511, 89275]"
438173,CHEMBL258309,[38578]
592173,CHEMBL595836,[49326]
1058532,CHEMBL1643838,[54619]
250288,CHEMBL147192,[15282]
352015,CHEMBL211198,[31426]
1378035,CHEMBL2105765,"[65106, 100207, 100208]"
1428830,CHEMBL2165393,[65875]
52245,CHEMBL38133,[3765]
275538,CHEMBL167817,[8276]
1705587,CHEMBL3216810,[73737]
1332733,CHEMBL2011681,[61456]
1566044,CHEMBL2392462,[73878]
419208,CHEMBL254651,[37961]
337210,CHEMBL202825,[30621]
603257,CHEMBL600009,[49587]
450054,CHEMBL520398,"[45134, 69834]"
81326,CHEMBL53739,[1742]
80887,CHEMBL53034,"[3187, 13625, 35472, 48285, 49165, 57966, 91873, 92993]"
236431,CHEMBL357837,[13700]
73075,CHEMBL46947,[10576]
6264,CHEMBL273897,"[15845, 17465]"
1582984,CHEMBL2430933,[74970]
302687,CHEMBL181067,[20724]
131566,CHEMBL310777,[10693]
273166,CHEMBL162332,[13780]
56261,CHEMBL289354,[11828]
394843,CHEMBL395982,[36253]
507646,CHEMBL485879,[44374]
1159861,CHEMBL1796808,[58125]
559569,CHEMBL562218,[47378]
412623,CHEMBL247708,[37435]
383060,CHEMBL227347,[35974]
30712,CHEMBL23687,[13310]
1609479,CHEMBL3098708,[76435]
712295,CHEMBL1276330,[53825]
259004,CHEMBL156480,"[16808, 38466]"
457279,CHEMBL445871,"[46117, 58764]"
1705350,CHEMBL3216573,[71941]
207581,CHEMBL341123,[6524]
551010,CHEMBL540527,"[6732, 17534]"
2076165,CHEMBL3782001,[98736]
1760447,CHEMBL3289895,[84024]
1781107,CHEMBL3314387,[90304]
1273000,CHEMBL1933092,[60627]
301872,CHEMBL178443,[20874]
1165642,CHEMBL1807952,[58369]
572545,CHEMBL572598,[48545]
1559185,CHEMBL2377339,[73429]
1058359,CHEMBL1643739,[54595]
612955,CHEMBL1081627,"[50455, 84147]"
1705212,CHEMBL3216435,"[10513, 46179]"
129218,CHEMBL81506,[11304]
1718,CHEMBL414020,[5405]
1955699,CHEMBL3600811,[93046]
1422522,CHEMBL2151850,[65501]
430538,CHEMBL264147,[39175]
155714,CHEMBL96538,[17542]
615260,CHEMBL1077129,[49988]
1363926,CHEMBL2079695,[1576]
144801,CHEMBL92536,[11447]
1758560,CHEMBL3288027,[83763]
1476635,CHEMBL2252702,[69701]
132020,CHEMBL311698,[5020]
1969042,CHEMBL3629082,[93814]
1736876,CHEMBL3238324,[82455]
478047,CHEMBL494399,"[46150, 68957]"
183321,CHEMBL111249,[16132]
157590,CHEMBL317545,[12472]
431460,CHEMBL407492,"[39158, 97292]"
592458,CHEMBL594991,[49422]
286939,CHEMBL170194,[141]
140863,CHEMBL316135,[4452]
1843298,CHEMBL3425921,[91791]
1735718,CHEMBL3237177,[82283]
1957644,CHEMBL3604604,[93178]
183945,CHEMBL110748,[12046]
115279,CHEMBL73003,[3377]
1747189,CHEMBL3262223,[83059]
1174976,CHEMBL1824871,[58865]
1045516,CHEMBL1622565,"[58755, 90355]"
549033,CHEMBL559180,"[20578, 51887, 51887, 56109, 56110, 51887, 65106, 75466, 51887, 51887, 100208]"
289562,CHEMBL367223,[615]
1798430,CHEMBL3349819,[5857]
483346,CHEMBL482802,[40903]
213019,CHEMBL129703,[12128]
1521114,CHEMBL2326920,[72129]
557460,CHEMBL553182,[48180]
645016,CHEMBL1164374,"[51593, 51887, 84147]"
1232255,CHEMBL1891684,"[51887, 65106, 51887, 51887, 91997]"
1421980,CHEMBL2151314,"[65505, 91447]"
1743588,CHEMBL3250929,[82892]
327208,CHEMBL372478,[30096]
1791814,CHEMBL3335677,[89463]
173816,CHEMBL415705,[12999]
1479667,CHEMBL2261833,[70051]
211117,CHEMBL129236,"[15300, 45456, 51887]"
1966225,CHEMBL3622542,[93616]
1632813,CHEMBL3143522,[8995]
507716,CHEMBL519804,[44347]
1763040,CHEMBL3298700,[84085]
458488,CHEMBL473264,[46021]
686246,CHEMBL1214393,"[52170, 62787]"
1179240,CHEMBL1835188,[59173]
509927,CHEMBL503367,[42132]
1442542,CHEMBL2181714,[66524]
445471,CHEMBL461272,[40760]
1479746,CHEMBL2261911,[70097]
213533,CHEMBL128670,[17639]
1357495,CHEMBL2064091,[62855]
323388,CHEMBL195148,"[21474, 71407]"
107481,CHEMBL302774,[13354]
198440,CHEMBL331870,[13053]
678248,CHEMBL1204297,[16061]
401311,CHEMBL236396,[37148]
1495756,CHEMBL2288844,[71007]
107429,CHEMBL69554,[10741]
349413,CHEMBL210546,"[31240, 51887]"
1831359,CHEMBL3401161,[91092]
1335424,CHEMBL2017697,[61670]
1543540,CHEMBL2369089,[11067]
318455,CHEMBL364716,[21346]
1170865,CHEMBL1818665,[58723]
945618,CHEMBL1521734,"[51887, 63053]"
1519403,CHEMBL2325226,[72219]
141961,CHEMBL85180,[3994]
464631,CHEMBL516873,[40789]
125781,CHEMBL80597,[2077]
1612784,CHEMBL3104700,[76484]
1615149,CHEMBL3109944,[76662]
455581,CHEMBL518810,[45450]
1062926,CHEMBL1650842,[55203]
1594313,CHEMBL3084422,[59071]
517107,CHEMBL511130,[45812]
568682,CHEMBL575215,[48408]
143572,CHEMBL312899,[14494]
1477894,CHEMBL2260078,[70070]
1609730,CHEMBL3098956,[76352]
504512,CHEMBL464942,[39674]
570375,CHEMBL573313,[48440]
1477762,CHEMBL2259947,"[69844, 69942]"
154993,CHEMBL96764,[14073]
1341623,CHEMBL2029577,"[61912, 75005]"
96020,CHEMBL58177,"[10625, 75428]"
1463311,CHEMBL2229155,[68050]
2072358,CHEMBL3771058,[98511]
1582245,CHEMBL2430201,[74948]
364569,CHEMBL216792,[34755]
1561888,CHEMBL2385135,"[73733, 73718]"
1761595,CHEMBL3291032,[83814]
1438255,CHEMBL2177470,[66605]
210771,CHEMBL127018,[8524]
556842,CHEMBL562320,[47832]
1353314,CHEMBL2057561,[62653]
393375,CHEMBL412921,[36256]
230335,CHEMBL341741,[7634]
1265956,CHEMBL1922362,[60278]
135285,CHEMBL312883,[5676]
2052527,CHEMBL3741772,[97391]
1747692,CHEMBL3262721,[83196]
284383,CHEMBL169650,[7421]
445268,CHEMBL513449,[40460]
1272575,CHEMBL1935100,[60666]
1072076,CHEMBL1682075,[55847]
111299,CHEMBL70357,[9223]
386111,CHEMBL242909,[36186]
79517,CHEMBL53631,[746]
1572801,CHEMBL2408388,[74439]
390489,CHEMBL245126,[36417]
306772,CHEMBL359700,[20079]
543667,CHEMBL555850,[14354]
1784039,CHEMBL3319384,[90435]
712879,CHEMBL1276908,[53860]
54983,CHEMBL39349,"[11001, 11862]"
1749279,CHEMBL3264292,[83278]
138347,CHEMBL88004,[16043]
631939,CHEMBL1084060,[51324]
1542177,CHEMBL2367726,[20976]
346965,CHEMBL205650,[31072]
1735853,CHEMBL3237311,[82440]
419696,CHEMBL253785,[37967]
554767,CHEMBL553388,[47501]
493177,CHEMBL501166,[45781]
1751590,CHEMBL3273577,[83342]
1780235,CHEMBL3311128,[90358]
125468,CHEMBL80871,[969]
1614353,CHEMBL3109156,[76698]
1052795,CHEMBL1630618,[54285]
377024,CHEMBL227778,[35616]
1819834,CHEMBL3355703,[89780]
497894,CHEMBL474477,[46379]
837713,CHEMBL1413829,"[51887, 65071, 94010, 100166]"
489402,CHEMBL505774,[44042]
2086031,CHEMBL3806290,[99279]
1335637,CHEMBL2017908,[61706]
1623381,CHEMBL3126763,[77234]
390165,CHEMBL244123,[36531]
1821081,CHEMBL3356938,[89379]
111022,CHEMBL71566,[9223]
1840663,CHEMBL3417453,[91577]
225479,CHEMBL136766,[7761]
443056,CHEMBL500520,[43314]
284297,CHEMBL368962,[8301]
1571832,CHEMBL2407429,"[74427, 97509]"
1058749,CHEMBL1644006,[54600]
171699,CHEMBL105546,[6400]
163852,CHEMBL101868,"[5736, 5737]"
100198,CHEMBL294722,[10223]
319483,CHEMBL190625,[21014]
24701,CHEMBL20489,"[16361, 16362, 9245, 20894, 60130]"
200721,CHEMBL331770,[12090]
371057,CHEMBL222997,[35155]
219506,CHEMBL337706,[14651]
136586,CHEMBL85629,"[17523, 5174, 21064, 38815]"
399762,CHEMBL236631,[36938]
1332976,CHEMBL2011922,[61467]
14597,CHEMBL14725,[3687]
911244,CHEMBL1487360,"[51887, 72418]"
1823936,CHEMBL3359764,[89670]
511522,CHEMBL525921,[44091]
369111,CHEMBL223458,[34970]
1788571,CHEMBL3329584,[90818]
205768,CHEMBL273643,[14193]
1746883,CHEMBL3261920,[83052]
298187,CHEMBL367156,[20606]
445276,CHEMBL502902,[40476]
1279164,CHEMBL1950190,[61215]
291894,CHEMBL176365,[8009]
514644,CHEMBL457337,[44685]
1476208,CHEMBL2252279,[69638]
1333756,CHEMBL2012694,[61425]
240822,CHEMBL358574,[12700]
140331,CHEMBL86512,[5041]
254362,CHEMBL357965,[4663]
1945527,CHEMBL3577220,[92326]
566733,CHEMBL541250,[47373]
1778471,CHEMBL3309382,[90195]
1050013,CHEMBL1627122,"[49642, 62682, 65106]"
20789,CHEMBL18338,[2538]
1839059,CHEMBL3415865,[91485]
633709,CHEMBL1084229,[51411]
1068665,CHEMBL1669681,[55397]
1332624,CHEMBL2011573,[61515]
313872,CHEMBL363761,[21129]
358057,CHEMBL211924,[31720]
325579,CHEMBL196593,[20980]
624869,CHEMBL1095588,[50887]
1144036,CHEMBL1771722,[57385]
126667,CHEMBL312394,"[10685, 51887, 65106, 51887]"
1677888,CHEMBL3188597,"[51887, 93558, 97839]"
83215,CHEMBL292424,"[17778, 15752]"
391418,CHEMBL242345,[36341]
2075131,CHEMBL3780578,[98688]
1516637,CHEMBL2322488,[72087]
392388,CHEMBL234378,"[36364, 51887]"
1339451,CHEMBL2024066,[61769]
1591665,CHEMBL3038114,[73403]
237050,CHEMBL342711,[12187]
1588167,CHEMBL2441651,[75340]
194559,CHEMBL331864,[17133]
603382,CHEMBL591398,[49623]
1495431,CHEMBL2288522,[70900]
512410,CHEMBL447965,"[44146, 52710]"
264387,CHEMBL160814,[6584]
1614511,CHEMBL3109312,[76710]
154156,CHEMBL96598,[14070]
286832,CHEMBL353071,[7425]
1174687,CHEMBL1824585,[58861]
1614942,CHEMBL3109739,[76656]
1563963,CHEMBL2387189,[73771]
285981,CHEMBL171194,[13272]
1788091,CHEMBL3327266,[90669]
76955,CHEMBL299135,"[11224, 11456]"
1073825,CHEMBL1683671,[55741]
2069099,CHEMBL3763610,[98303]
1272917,CHEMBL1935438,[60674]
1612745,CHEMBL3104661,[76482]
835206,CHEMBL1411322,"[51887, 75428]"
1352445,CHEMBL2049007,[62498]
1759556,CHEMBL3289013,[83779]
1443607,CHEMBL2203997,[66991]
1562731,CHEMBL2385969,[73746]
1064657,CHEMBL1651940,[55250]
700063,CHEMBL1240851,[52707]
1251382,CHEMBL1911775,[59381]
674994,CHEMBL1201043,"[53172, 51887, 51887, 56109, 56110, -1, 58573, 59327, 65106, 75466, 51887, 51887]"
1743024,CHEMBL3250370,[82637]
174297,CHEMBL108210,[1954]
1546046,CHEMBL2371595,[8292]
1609099,CHEMBL3098332,[76331]
203360,CHEMBL414468,[14189]
2059521,CHEMBL3751889,[97755]
1074630,CHEMBL1684354,[55829]
1783381,CHEMBL3318733,[90539]
8687,CHEMBL275557,[8320]
168618,CHEMBL317711,[5752]
1063753,CHEMBL1651448,[55232]
590178,CHEMBL591100,[49419]
515852,CHEMBL519240,"[45320, 58822]"
1469817,CHEMBL2234319,[68874]
491766,CHEMBL447191,[44616]
581151,CHEMBL572077,[49009]
466662,CHEMBL450645,[41920]
409654,CHEMBL238729,[37348]
89846,CHEMBL57602,[2190]
1840745,CHEMBL3417534,[91508]
1795977,CHEMBL3343820,[89526]
1424637,CHEMBL2158104,[65651]
2080723,CHEMBL3793836,[99051]
1179983,CHEMBL1835924,[59201]
48094,CHEMBL416224,[11747]
231014,CHEMBL138058,[6022]
211840,CHEMBL338250,[7923]
1066999,CHEMBL1668365,[55322]
285533,CHEMBL423436,[9701]
131016,CHEMBL79540,[14994]
383645,CHEMBL231306,"[30151, 35953, 36013]"
716194,CHEMBL1289785,"[54098, 84147]"
1169336,CHEMBL1814294,[58535]
254041,CHEMBL152336,[11642]
1746889,CHEMBL3261926,[83052]
332285,CHEMBL371288,[30368]
561331,CHEMBL563221,[47287]
581065,CHEMBL566604,[49002]
1565314,CHEMBL2391739,[73870]
1169471,CHEMBL1814428,[58482]
281835,CHEMBL355687,[9347]
517368,CHEMBL471611,[45866]
1735654,CHEMBL3237114,[82211]
1529817,CHEMBL2347983,[72729]
1384640,CHEMBL2112389,[15535]
73134,CHEMBL47232,[11031]
1344260,CHEMBL2032188,[61942]
522600,CHEMBL498268,[46986]
60009,CHEMBL288626,[3149]
430742,CHEMBL260280,[38656]
299953,CHEMBL176074,[20700]
1828655,CHEMBL3394835,[90911]
1148483,CHEMBL1780005,[57687]
582837,CHEMBL585138,[49015]
17701,CHEMBL16646,[11710]
546354,CHEMBL553148,[15546]
410218,CHEMBL240650,[37433]
1790905,CHEMBL3334777,[89232]
59262,CHEMBL290160,[4865]
550821,CHEMBL539500,[3774]
473079,CHEMBL479827,[44958]
351925,CHEMBL377671,[31429]
561823,CHEMBL549414,[47544]
1964315,CHEMBL3617966,[93509]
1279300,CHEMBL1949681,[61170]
590709,CHEMBL600671,[49436]
10246,CHEMBL428008,[17701]
373931,CHEMBL225159,[35326]
1924337,CHEMBL3526638,[91949]
107667,CHEMBL429944,[14961]
1348427,CHEMBL2042000,[62287]
59694,CHEMBL41722,[3640]
77611,CHEMBL51548,[14410]
131802,CHEMBL313617,[1849]
1945731,CHEMBL3577422,[92404]
1946296,CHEMBL3577982,[92371]
599840,CHEMBL598364,[49917]
1525103,CHEMBL2335443,[72595]
161172,CHEMBL98201,[6375]
645343,CHEMBL1164988,[51529]
1587186,CHEMBL2440680,[75329]
440286,CHEMBL270482,[38418]
1248339,CHEMBL1907788,[13882]
186449,CHEMBL431680,[16142]
447649,CHEMBL470293,[43749]
265254,CHEMBL346553,[12831]
281464,CHEMBL168913,[17406]
1163931,CHEMBL1802842,[58214]
337160,CHEMBL201019,[30625]
1945526,CHEMBL3577219,[92326]
407490,CHEMBL248479,[37708]
279923,CHEMBL354199,[2034]
418612,CHEMBL254013,[38138]
74450,CHEMBL49370,[14921]
503449,CHEMBL504592,[40081]
631331,CHEMBL1085356,"[51274, 55233]"
1522421,CHEMBL2332788,[72469]
1515397,CHEMBL2316312,[71990]
552097,CHEMBL539810,[11526]
453146,CHEMBL455648,[44899]
162079,CHEMBL97886,"[4554, 36296]"
1067140,CHEMBL1668435,[55427]
394015,CHEMBL232223,[36391]
2034598,CHEMBL3701286,[95017]
1571908,CHEMBL2407504,[74335]
421628,CHEMBL253309,[38192]
1493078,CHEMBL2286193,[71033]
1138320,CHEMBL1761041,[57189]
286430,CHEMBL172689,[6637]
1510268,CHEMBL2310838,[15457]
1336203,CHEMBL2018468,[61595]
338345,CHEMBL203986,[30685]
2050615,CHEMBL3735902,[97269]
244355,CHEMBL149769,[15773]
1970198,CHEMBL3632945,[93898]
262336,CHEMBL348519,[292]
565550,CHEMBL540482,[47725]
2055804,CHEMBL3747032,[97593]
264646,CHEMBL267354,[13768]
46326,CHEMBL34507,"[14895, 52190]"
51881,CHEMBL286870,[70251]
385261,CHEMBL228919,[35969]
1370686,CHEMBL2098411,"[65071, 94010, 100166]"
1731990,CHEMBL3233487,[82391]
1462853,CHEMBL2228702,[67909]
202557,CHEMBL415835,[14601]
1502539,CHEMBL2298935,[71565]
228132,CHEMBL342602,[6051]
488318,CHEMBL446512,[44070]
384561,CHEMBL230086,"[36113, 53432]"
620070,CHEMBL1091794,"[50604, 51887, 51887]"
701486,CHEMBL1242259,[52718]
1738719,CHEMBL3246108,[82823]
238767,CHEMBL146386,[13181]
1500200,CHEMBL2295850,[71680]
397974,CHEMBL232586,[36806]
384172,CHEMBL230269,[36049]
1342614,CHEMBL2030558,[61959]
158878,CHEMBL319087,[4544]
1277393,CHEMBL1946012,[60941]
302161,CHEMBL179757,"[20901, 21695, 30552]"
1749810,CHEMBL3264817,[83021]
103308,CHEMBL66266,[4359]
1737363,CHEMBL3244766,[82663]
107675,CHEMBL70056,[13400]
1051965,CHEMBL1630090,[54243]
2079538,CHEMBL3793186,[98943]
1758614,CHEMBL3288080,[83853]
1512911,CHEMBL2313850,[71778]
430692,CHEMBL258894,[38964]
115882,CHEMBL72248,[2959]
213041,CHEMBL127956,[16604]
186281,CHEMBL323249,[10851]
1332232,CHEMBL2011185,[61566]
1166685,CHEMBL1808985,[58437]
11502,CHEMBL12569,[57090]
1440506,CHEMBL2179698,[66633]
1063391,CHEMBL1651176,"[54792, 58576]"
146912,CHEMBL90323,[3327]
386383,CHEMBL243562,[35927]
1355298,CHEMBL2059526,[62692]
399443,CHEMBL401435,"[37007, 45796]"
1279318,CHEMBL1950342,[61171]
422718,CHEMBL252088,[38288]
277962,CHEMBL165985,[316]
1499902,CHEMBL2296324,[71420]
1176585,CHEMBL1829885,[58960]
157002,CHEMBL328141,[14078]
91751,CHEMBL293752,"[16940, 74010]"
1952679,CHEMBL3594078,[92818]
85001,CHEMBL53893,"[15973, 21265, 46002, 46948, 74950]"
368857,CHEMBL376472,[34944]
95565,CHEMBL61329,[5568]
1747727,CHEMBL3262755,[83199]
599869,CHEMBL599579,[49887]
1339632,CHEMBL2024245,[61794]
627531,CHEMBL1099319,[51108]
67958,CHEMBL296495,[15422]
1950902,CHEMBL3589749,[92748]
1151514,CHEMBL1784833,[57830]
1830295,CHEMBL3398564,[91042]
1613776,CHEMBL3105682,[76583]
416764,CHEMBL274713,"[37796, 84147]"
582399,CHEMBL567520,[48900]
189513,CHEMBL323603,[5843]
384893,CHEMBL230574,[36012]
471048,CHEMBL461855,[45193]
1756544,CHEMBL3278481,[83557]
1524460,CHEMBL2334807,[72326]
8394,CHEMBL267091,[6932]
123596,CHEMBL312142,[14981]
456225,CHEMBL510703,"[45414, 42185]"
1945938,CHEMBL3577627,[92411]
1820032,CHEMBL3355899,[90013]
1924167,CHEMBL3526470,"[92114, 92036]"
699501,CHEMBL1237150,[49725]
1945591,CHEMBL3577284,[92399]
443124,CHEMBL446770,[42836]
1282899,CHEMBL1957369,"[61261, 84147]"
1819134,CHEMBL3355010,[90091]
1781019,CHEMBL3314300,[90280]
500329,CHEMBL483884,[46825]
186635,CHEMBL112152,[5810]
472065,CHEMBL507690,[45038]
1490024,CHEMBL2272698,[70499]
63314,CHEMBL43819,"[15949, 46990]"
1525878,CHEMBL2336211,[72446]
2053751,CHEMBL3741321,[97547]
469679,CHEMBL523352,"[45267, 51289]"
166044,CHEMBL99897,[1459]
1957401,CHEMBL3604363,[93170]
1499479,CHEMBL2295906,[71467]
1471495,CHEMBL2235981,[68929]
503853,CHEMBL517459,[41115]
1796085,CHEMBL3343927,[89533]
1746890,CHEMBL3261927,[83052]
129006,CHEMBL81121,[3284]
2059880,CHEMBL3753456,[97862]
593113,CHEMBL605523,[49168]
316082,CHEMBL371786,[20592]
1275158,CHEMBL1940305,[60808]
1791338,CHEMBL3335206,[89305]
4700,CHEMBL267007,[5411]
1378658,CHEMBL2106388,"[65106, 100208]"
341330,CHEMBL206653,[30874]
1784800,CHEMBL3321762,[90467]
395173,CHEMBL233056,[36272]
1571050,CHEMBL2403449,[74223]
1164258,CHEMBL1806582,[58328]
2088507,CHEMBL3810383,[99351]
642077,CHEMBL1160538,[16033]
1780852,CHEMBL3314135,[90219]
227474,CHEMBL136254,[15708]
1479329,CHEMBL2261498,[69989]
1265726,CHEMBL1922134,[60321]
480782,CHEMBL466876,"[46685, 46685]"
1471600,CHEMBL2234034,[69000]
1745343,CHEMBL3260395,[83097]
63771,CHEMBL46419,[701]
516085,CHEMBL486980,"[45322, 58588]"
1494874,CHEMBL2287971,[70997]
2091379,CHEMBL3818981,[99612]
1619640,CHEMBL3120330,[76990]
1487845,CHEMBL2270541,[70349]
700970,CHEMBL1241748,"[52727, 52727]"
1626144,CHEMBL3134044,[77296]
1488249,CHEMBL2270941,[70589]
308111,CHEMBL184914,[20139]
1476981,CHEMBL2253045,[69713]
449529,CHEMBL461921,[44405]
1584589,CHEMBL2435450,[75111]
487283,CHEMBL467954,[41956]
1378048,CHEMBL2105778,"[65106, 82662]"
2061771,CHEMBL3758731,[97901]
1262309,CHEMBL1914868,[60160]
1066779,CHEMBL1668166,[55319]
1177487,CHEMBL1830778,[58977]
330531,CHEMBL198932,[30127]
340156,CHEMBL203769,[30762]
1788501,CHEMBL3329514,[90804]
139070,CHEMBL86448,[17525]
1954431,CHEMBL3597477,[92885]
218253,CHEMBL336510,[16615]
1740157,CHEMBL3247532,[82601]
2094062,CHEMBL3824280,[99730]
335627,CHEMBL199505,[30542]
255190,CHEMBL152041,[8897]
339982,CHEMBL382621,[30755]
1967161,CHEMBL3623469,[93662]
1557859,CHEMBL2376026,[73492]
506297,CHEMBL501045,[42277]
195580,CHEMBL414423,[15296]
466392,CHEMBL455589,[41851]
2062055,CHEMBL3760092,[97915]
516672,CHEMBL487976,[45848]
1439559,CHEMBL2178761,[66627]
1761130,CHEMBL3290571,[84034]
1797120,CHEMBL3347687,[85868]
2090411,CHEMBL3819337,[99578]
1581335,CHEMBL2426213,[74925]
467955,CHEMBL482081,"[43825, 43824, 98803]"
1966539,CHEMBL3622853,[93657]
1065921,CHEMBL1652515,[55273]
402910,CHEMBL235523,[37181]
355596,CHEMBL438613,[31589]
1249743,CHEMBL1910152,[59350]
1444200,CHEMBL2203300,[66917]
1955784,CHEMBL3600895,[93029]
185464,CHEMBL325645,[15587]
265302,CHEMBL160847,[17660]
1821321,CHEMBL3357175,[89879]
704388,CHEMBL1254920,[52923]
560019,CHEMBL559191,[47477]
574523,CHEMBL566101,[48736]
1832385,CHEMBL3402177,[91242]
274050,CHEMBL423812,[1574]
1726726,CHEMBL3220327,[82023]
128329,CHEMBL81666,[12429]
621886,CHEMBL1092063,[50722]
330756,CHEMBL371055,[30136]
714363,CHEMBL1287972,[54110]
1359659,CHEMBL2069519,[62927]
2055763,CHEMBL3746664,[97571]
470383,CHEMBL492465,[45198]
482225,CHEMBL509227,[43043]
574436,CHEMBL567213,[48670]
126685,CHEMBL78513,[14115]
645568,CHEMBL1164951,"[4785, 51567]"
1828742,CHEMBL3394921,[90916]
1579468,CHEMBL2420675,[74593]
1078327,CHEMBL1689728,[56063]
326179,CHEMBL195547,[20986]
1066577,CHEMBL1668022,"[55412, 58519]"
185060,CHEMBL321593,[5211]
1354991,CHEMBL2059222,[62676]
461390,CHEMBL494866,[47110]
1352041,CHEMBL2048607,[62422]
1346195,CHEMBL2036659,[62123]
313833,CHEMBL436084,[21116]
1180690,CHEMBL1836624,[59089]
1166430,CHEMBL1808732,[58424]
22376,CHEMBL19255,[13297]
1063976,CHEMBL1651549,[54808]
629335,CHEMBL1086811,[51092]
306708,CHEMBL185543,[20012]
573570,CHEMBL566530,[48502]
1632034,CHEMBL3142743,[3393]
516077,CHEMBL505839,[45898]
1754530,CHEMBL3276487,[83624]
436631,CHEMBL405970,[38752]
628529,CHEMBL1094214,[50976]
503993,CHEMBL510709,[41094]
709392,CHEMBL1270153,[53375]
395557,CHEMBL234468,[36314]
555816,CHEMBL560684,[48210]
448046,CHEMBL447982,[44480]
1581474,CHEMBL2426351,[74929]
455612,CHEMBL517111,[45475]
221261,CHEMBL131648,[12180]
437666,CHEMBL255578,[38841]
318752,CHEMBL193122,[20457]
24498,CHEMBL20307,"[13836, 21390]"
1750984,CHEMBL3272977,[83575]
1338693,CHEMBL2023316,[61779]
1580752,CHEMBL2425636,[74823]
268082,CHEMBL349043,[12725]
488558,CHEMBL469229,[44031]
378562,CHEMBL376565,[35691]
15563,CHEMBL417258,[1134]
1545061,CHEMBL2370610,[12607]
267783,CHEMBL349843,[1088]
1266262,CHEMBL1922665,[60378]
58557,CHEMBL41946,[6269]
444574,CHEMBL469855,[39649]
206691,CHEMBL338604,"[11464, 51084, 59103, 69138, 70048, 92008]"
1166337,CHEMBL1808640,[58417]
261112,CHEMBL160705,[14290]
416295,CHEMBL248601,[37804]
1545999,CHEMBL2371548,[12279]
239805,CHEMBL145009,[15235]
593395,CHEMBL611029,[49257]
676860,CHEMBL1202909,[11351]
101133,CHEMBL294074,[16118]
432145,CHEMBL411643,[39030]
1495935,CHEMBL2289021,[70903]
85856,CHEMBL297889,[17781]
704536,CHEMBL1255066,[52889]
209786,CHEMBL341463,"[14628, 98285]"
482550,CHEMBL451044,"[40034, 39720]"
456068,CHEMBL449452,[45371]
1842343,CHEMBL3422895,[91718]
1612466,CHEMBL3104385,[76548]
341979,CHEMBL383817,[30877]
186620,CHEMBL323874,[16141]
1514749,CHEMBL2315670,[71750]
1518541,CHEMBL2324373,[72055]
646997,CHEMBL1164707,[51467]
482105,CHEMBL480084,[43054]
1166500,CHEMBL1806521,[58426]
1955807,CHEMBL3600917,[93071]
2095428,CHEMBL3828420,[99797]
1967488,CHEMBL3623793,[93681]
493764,CHEMBL523593,[45763]
371218,CHEMBL223237,[35219]
701933,CHEMBL1242701,[52688]
457828,CHEMBL491507,[46111]
554113,CHEMBL540661,[40663]
478572,CHEMBL492764,[46172]
74898,CHEMBL48789,"[7292, 7608]"
1347803,CHEMBL2041382,[62283]
129878,CHEMBL79843,[17030]
1585556,CHEMBL2436407,[75135]
1845165,CHEMBL3427769,[91838]
10176,CHEMBL12386,[4756]
1611709,CHEMBL3103635,[76461]
90995,CHEMBL265808,[16938]
1173864,CHEMBL1823770,[58817]
1956513,CHEMBL3601616,[92999]
262936,CHEMBL158446,[6090]
198960,CHEMBL120114,"[16568, 13587, 13587]"
1724809,CHEMBL3218429,[81739]
2060490,CHEMBL3753357,[97678]
1421517,CHEMBL2148011,[65322]
688631,CHEMBL1222197,[52357]
366500,CHEMBL220596,[35028]
1781987,CHEMBL3315259,[90422]
1058964,CHEMBL1644192,[54719]
1960645,CHEMBL3609778,[93306]
1589254,CHEMBL2442727,[75300]
1607073,CHEMBL3092700,[76138]
454858,CHEMBL522834,[45451]
570279,CHEMBL575173,[48408]
393340,CHEMBL389739,[36192]
2053284,CHEMBL3739597,[97450]
190516,CHEMBL113704,[17124]
