molregno,Compound ChEMBL ID
157979,CHEMBL95892
1342177,CHEMBL2030126
266174,CHEMBL161738
906702,CHEMBL1482818
1380065,CHEMBL2107795
1438476,CHEMBL2177689
1293938,CHEMBL1972647
1729285,CHEMBL3228657
258174,CHEMBL433891
191678,CHEMBL324803
420853,CHEMBL399444
1313125,CHEMBL1991834
9684,CHEMBL276266
1323272,CHEMBL2001981
1247106,CHEMBL1906535
235990,CHEMBL142889
702629,CHEMBL1243390
88261,CHEMBL292911
444227,CHEMBL500837
36228,CHEMBL25744
1926647,CHEMBL3544798
129805,CHEMBL79533
1729844,CHEMBL3229210
837578,CHEMBL1413694
93816,CHEMBL61809
1790893,CHEMBL3334766
300743,CHEMBL179487
1315469,CHEMBL1994178
37616,CHEMBL281425
2058356,CHEMBL3753660
503502,CHEMBL442935
2084369,CHEMBL3799146
521364,CHEMBL471245
1570465,CHEMBL2402870
163023,CHEMBL317004
2039184,CHEMBL3707213
700045,CHEMBL1240833
1324295,CHEMBL2003004
690400,CHEMBL1221436
1309356,CHEMBL1988065
117824,CHEMBL75394
463851,CHEMBL509506
413529,CHEMBL249522
643849,CHEMBL1162310
1169643,CHEMBL1814598
1475552,CHEMBL2251630
1603607,CHEMBL3086142
698550,CHEMBL1236200
855329,CHEMBL1431445
198762,CHEMBL119984
1672443,CHEMBL3183152
47946,CHEMBL418407
2038511,CHEMBL3706465
2039304,CHEMBL3707333
1295713,CHEMBL1974422
1734516,CHEMBL3235987
1120294,CHEMBL1741408
199032,CHEMBL120385
62027,CHEMBL289753
737681,CHEMBL1313797
1410867,CHEMBL2138916
2096427,
378552,CHEMBL225983
343725,CHEMBL203125
1799055,CHEMBL3350448
1487724,CHEMBL2270421
1114704,CHEMBL1733973
2039308,CHEMBL3707337
46053,CHEMBL285085
1290411,CHEMBL1969120
1318458,CHEMBL1997167
1673033,CHEMBL3183742
487682,CHEMBL511407
1268129,CHEMBL1927175
1122075,CHEMBL1743205
1282471,CHEMBL1956945
1214818,CHEMBL1874247
762784,CHEMBL1338900
900725,CHEMBL1476841
1080351,CHEMBL1699620
850959,CHEMBL1427075
991621,CHEMBL1567737
388356,CHEMBL389555
594756,CHEMBL593685
935180,CHEMBL1511296
430269,CHEMBL258907
1322665,CHEMBL2001374
618349,CHEMBL1079024
546992,CHEMBL555587
111823,CHEMBL304564
1340757,CHEMBL2028501
753840,CHEMBL1329956
848188,CHEMBL1424304
442730,CHEMBL488194
585772,CHEMBL527397
1064837,CHEMBL1651998
1362767,CHEMBL2074956
108907,CHEMBL71269
46433,CHEMBL288561
1787877,CHEMBL3327054
1778543,CHEMBL3309453
443458,CHEMBL450609
1364820,CHEMBL2087160
1315982,CHEMBL1994691
1878964,CHEMBL3462890
1324952,CHEMBL2003661
168109,CHEMBL103528
1273458,CHEMBL1938622
195106,CHEMBL71595
1675841,CHEMBL3186550
1614516,CHEMBL3109317
461992,CHEMBL523456
296401,CHEMBL177425
2089601,CHEMBL3814876
1446124,CHEMBL2206489
733135,CHEMBL1309251
108606,CHEMBL306769
274889,CHEMBL164290
950605,CHEMBL1526721
62687,CHEMBL17564
1926378,CHEMBL3544532
1379119,CHEMBL2106849
1095268,CHEMBL1714537
274094,CHEMBL353799
13616,CHEMBL14687
36467,CHEMBL26417
65068,CHEMBL289127
650891,CHEMBL1173336
256489,CHEMBL154329
131708,CHEMBL84242
1268134,CHEMBL1927180
139691,CHEMBL87769
504858,CHEMBL458039
303349,
16654,CHEMBL15891
692929,CHEMBL1230579
1604787,CHEMBL3087311
191287,CHEMBL332501
1243549,CHEMBL1902978
20118,CHEMBL279597
154381,CHEMBL94472
1675660,CHEMBL3186369
2051219,CHEMBL3735800
122799,CHEMBL77118
162575,CHEMBL97965
133626,CHEMBL85262
307420,CHEMBL359703
1496465,CHEMBL2289546
1760589,CHEMBL3290036
1282238,CHEMBL1956714
1582157,CHEMBL2430114
453583,CHEMBL444466
293225,CHEMBL172843
33120,CHEMBL277857
1077509,CHEMBL1689099
64010,CHEMBL42580
49119,CHEMBL287618
235504,CHEMBL347968
258644,CHEMBL157218
1326309,CHEMBL2005018
202545,CHEMBL122374
792388,CHEMBL1368504
283752,CHEMBL166795
617067,CHEMBL1077448
1494112,CHEMBL2287216
1947435,CHEMBL3581379
1566238,CHEMBL2392654
1967241,CHEMBL3623548
130446,CHEMBL81721
88589,CHEMBL60980
215993,CHEMBL337030
23558,CHEMBL19632
1036696,CHEMBL1612812
503246,CHEMBL463122
1353470,CHEMBL2057716
1276709,CHEMBL1945334
487734,CHEMBL503563
1168850,CHEMBL1813813
352146,CHEMBL212359
151708,CHEMBL96326
1477793,CHEMBL2259978
1738051,CHEMBL3245447
1741340,CHEMBL3248703
617044,CHEMBL1080768
1305180,CHEMBL1983889
1678179,CHEMBL3188888
67079,CHEMBL46415
1572449,CHEMBL2408040
1924568,
808075,CHEMBL1384191
1169858,CHEMBL1814811
19719,CHEMBL17541
1752824,CHEMBL3274798
1742998,CHEMBL3250345
52540,CHEMBL289879
1384055,CHEMBL2111804
1463425,CHEMBL2229268
1738693,CHEMBL3246083
106060,CHEMBL442175
1328494,CHEMBL2007203
1237890,CHEMBL1897319
475939,CHEMBL482578
295750,CHEMBL368326
1308840,CHEMBL1987549
190678,CHEMBL115186
1763286,CHEMBL3298944
2033589,CHEMBL3700287
463132,CHEMBL195491
609943,CHEMBL606521
487722,CHEMBL452370
481406,CHEMBL520281
1548698,CHEMBL2374247
1376335,CHEMBL2104065
1320828,CHEMBL1999537
1052418,CHEMBL1630330
1176494,CHEMBL1829795
738219,CHEMBL1314335
770354,CHEMBL1346470
73078,CHEMBL297630
1732903,CHEMBL3234390
1220497,CHEMBL1879926
1037699,CHEMBL1614669
700463,CHEMBL1241246
161440,CHEMBL318140
192246,CHEMBL116242
1320885,CHEMBL1999594
1671408,CHEMBL3182117
1157534,CHEMBL1793903
1291222,CHEMBL1969931
2018115,CHEMBL3684967
10175,CHEMBL12323
191302,CHEMBL331157
1314891,CHEMBL1993600
1739881,CHEMBL3247259
109578,CHEMBL71731
1980154,CHEMBL3647386
2060596,CHEMBL3753332
649959,CHEMBL1171853
498102,CHEMBL447663
218219,CHEMBL133961
745861,CHEMBL1321977
1120519,CHEMBL1741633
1315868,CHEMBL1994577
1532031,CHEMBL2354842
444758,CHEMBL513373
1170636,CHEMBL1818438
1376166,CHEMBL2103896
1326541,CHEMBL2005250
1462720,CHEMBL2228570
544004,CHEMBL542578
1303462,CHEMBL1982171
1302126,CHEMBL1980835
1487459,CHEMBL2270159
1378786,CHEMBL2106516
1362554,CHEMBL2074747
276583,CHEMBL165147
36125,CHEMBL27042
287779,CHEMBL278883
551,CHEMBL6533
1317824,CHEMBL1996533
483539,CHEMBL495778
216361,CHEMBL441286
176549,CHEMBL110705
757484,CHEMBL1333600
175076,CHEMBL106322
197126,CHEMBL331558
698347,CHEMBL1235997
1479409,CHEMBL2261577
1313805,CHEMBL1992514
576814,CHEMBL566941
284446,CHEMBL172052
867009,CHEMBL1443125
701422,CHEMBL1242195
1487725,CHEMBL2270422
1319265,CHEMBL1997974
1236434,CHEMBL1895863
643317,CHEMBL1161778
2096361,CHEMBL3833310
887502,CHEMBL1463618
644086,CHEMBL1162547
1674412,CHEMBL3185121
704765,CHEMBL1255785
386972,CHEMBL244368
1582350,CHEMBL2430305
483548,CHEMBL484226
1610846,CHEMBL3100061
1674092,CHEMBL3184801
311761,CHEMBL186872
1287158,CHEMBL1965867
1286632,CHEMBL1965341
1674616,CHEMBL3185325
1605425,CHEMBL3087942
250263,CHEMBL151577
57716,CHEMBL43412
275943,CHEMBL163675
481166,CHEMBL453944
319464,CHEMBL190915
294870,CHEMBL177905
201766,CHEMBL333945
1274734,CHEMBL1939885
1499628,CHEMBL2296053
275994,CHEMBL163669
802145,CHEMBL1378261
515592,CHEMBL506184
1675086,
715419,CHEMBL1289017
325083,CHEMBL372507
471469,CHEMBL461412
1876286,CHEMBL3460212
1364642,CHEMBL2086984
1060295,CHEMBL1645218
1291008,CHEMBL1969717
503139,CHEMBL510443
14237,CHEMBL274694
1410364,CHEMBL2138413
610629,CHEMBL1081423
705166,CHEMBL1256182
1534879,CHEMBL2357690
487725,CHEMBL191244
485380,CHEMBL494560
312189,CHEMBL188736
1697845,CHEMBL3208554
126240,CHEMBL78391
186920,CHEMBL112329
1735901,CHEMBL3237358
1303632,CHEMBL1982341
465131,CHEMBL506667
1582184,CHEMBL2430141
446631,CHEMBL461278
235852,CHEMBL139837
1356255,CHEMBL2062863
1266704,CHEMBL1923102
275279,CHEMBL165208
1290040,CHEMBL1968749
1313280,CHEMBL1991989
1146874,CHEMBL1778412
502512,CHEMBL525184
376861,CHEMBL226774
116917,CHEMBL74755
1820052,CHEMBL3355919
220430,CHEMBL337886
269203,CHEMBL162790
1700022,CHEMBL3210731
1336026,CHEMBL2018293
23532,CHEMBL279438
280352,CHEMBL166696
839823,CHEMBL1415939
172726,CHEMBL321933
1757503,CHEMBL3286980
188068,CHEMBL115567
1674114,CHEMBL3184823
546955,CHEMBL543411
1548102,CHEMBL2373651
41497,CHEMBL283404
983187,CHEMBL1559303
504205,CHEMBL458693
429993,CHEMBL260876
1084769,CHEMBL1704038
1487869,CHEMBL2270565
370863,CHEMBL222472
49832,CHEMBL34197
1248642,CHEMBL1908216
1317228,CHEMBL1995937
801456,CHEMBL1377572
1785810,CHEMBL3323238
1953182,CHEMBL3596241
236683,CHEMBL142371
30817,CHEMBL23242
186063,CHEMBL114487
682656,CHEMBL1208859
873344,CHEMBL1449460
694656,CHEMBL1232306
2039135,CHEMBL3707129
1414472,CHEMBL2142521
1342187,CHEMBL2030136
335416,CHEMBL383601
1361320,CHEMBL2071163
262979,CHEMBL156075
1588273,CHEMBL2441756
2058845,CHEMBL3753138
1242087,CHEMBL1901516
1762248,CHEMBL3297916
561678,CHEMBL557962
1825831,CHEMBL3391880
1318419,CHEMBL1997128
1415834,CHEMBL2143883
609990,CHEMBL607074
1412661,CHEMBL2140710
894207,CHEMBL1470323
915221,CHEMBL1491337
611496,CHEMBL1082047
824533,CHEMBL1400649
641344,CHEMBL1159805
1157535,CHEMBL1793904
565266,CHEMBL551094
1488231,CHEMBL2270923
1295406,CHEMBL1974115
558189,CHEMBL541966
759451,CHEMBL1335567
270531,CHEMBL159728
502218,CHEMBL522562
1077512,CHEMBL1689102
33725,CHEMBL25028
674777,CHEMBL1200826
1569875,CHEMBL2402286
293934,CHEMBL172084
916758,CHEMBL1492874
464081,CHEMBL447814
2039341,CHEMBL3707370
1729031,CHEMBL3228405
498101,CHEMBL502216
502217,CHEMBL503864
1612500,CHEMBL3102874
1311201,CHEMBL1989910
1360167,CHEMBL2070022
258575,CHEMBL155594
1785263,CHEMBL3322697
442986,CHEMBL504913
548064,CHEMBL555847
1463015,CHEMBL2228862
1316190,CHEMBL1994899
1245176,CHEMBL1904605
1791771,CHEMBL3335635
990390,CHEMBL1566506
39738,CHEMBL282957
63997,CHEMBL42403
444369,CHEMBL517451
1522050,CHEMBL2332421
1236045,CHEMBL1895474
723292,CHEMBL1299408
227,CHEMBL267626
37269,CHEMBL26268
295277,CHEMBL178075
1704571,CHEMBL3215794
151356,CHEMBL96868
1093992,CHEMBL1713261
1299482,CHEMBL1978191
25014,CHEMBL20880
335435,CHEMBL201017
289450,CHEMBL172763
1288097,CHEMBL1966806
1740068,CHEMBL3247444
381699,CHEMBL226651
273770,CHEMBL162482
614056,CHEMBL1087762
482135,CHEMBL481636
171730,CHEMBL104898
271944,CHEMBL163095
741915,CHEMBL1318031
1488671,CHEMBL2271359
54771,CHEMBL40050
1495263,CHEMBL2288356
1268906,CHEMBL1927944
487236,CHEMBL467962
1321717,CHEMBL2000426
48451,CHEMBL287703
2038759,CHEMBL3706753
1739872,CHEMBL3247250
1564650,CHEMBL2391082
1286637,CHEMBL1965346
235374,CHEMBL142221
1312462,CHEMBL1991171
1312660,CHEMBL1991369
1581534,CHEMBL2426410
198677,CHEMBL123292
1761200,CHEMBL3286439
1347968,CHEMBL2041546
461655,CHEMBL470234
487727,CHEMBL468582
10052,CHEMBL12214
1288428,CHEMBL1967137
57044,CHEMBL39231
991456,CHEMBL1567572
1487569,CHEMBL2270268
285061,CHEMBL170188
216472,CHEMBL335231
593713,CHEMBL608684
609980,CHEMBL606972
150615,CHEMBL328138
425261,CHEMBL404664
269326,CHEMBL349251
2082003,CHEMBL3799124
268041,CHEMBL346333
53679,CHEMBL288958
1384423,CHEMBL2112172
1295034,CHEMBL1973743
676799,CHEMBL1202848
1671521,CHEMBL3182230
278189,CHEMBL167526
223376,CHEMBL424647
1120952,CHEMBL1742066
1829538,CHEMBL3397814
302532,CHEMBL361834
16880,CHEMBL275626
510422,CHEMBL503094
1237727,CHEMBL1897156
1301421,CHEMBL1980130
1210173,CHEMBL1869602
1150551,CHEMBL1783880
1324080,CHEMBL2002789
1947440,CHEMBL3581384
1315520,CHEMBL1994229
1304753,CHEMBL1983462
10608,CHEMBL273942
283927,CHEMBL172513
1165442,CHEMBL1807754
1311025,CHEMBL1989734
1321530,CHEMBL2000239
421089,CHEMBL1515
951440,CHEMBL1527556
1485836,CHEMBL2268552
1359031,CHEMBL2068717
1295919,CHEMBL1974628
705627,CHEMBL1256637
1303648,CHEMBL1982357
1336998,CHEMBL2021423
439414,CHEMBL257679
699020,CHEMBL1236670
1494559,CHEMBL2287659
1675809,CHEMBL3186518
1760312,CHEMBL3289761
933326,CHEMBL1509442
1470638,CHEMBL2235132
1285772,CHEMBL1964481
1676287,CHEMBL3186996
118759,CHEMBL75484
1313464,CHEMBL1992173
1323861,CHEMBL2002570
1291446,CHEMBL1970155
1492592,CHEMBL2283592
1300415,CHEMBL1979124
218455,CHEMBL130127
49554,CHEMBL285438
1892263,CHEMBL3476189
76302,CHEMBL51843
674751,CHEMBL1200800
502221,CHEMBL525179
1291256,CHEMBL1969965
1967258,CHEMBL3623565
205656,CHEMBL338686
1143483,CHEMBL1771175
1322007,CHEMBL2000716
840897,CHEMBL1417013
1448033,CHEMBL2208379
705488,CHEMBL1256501
9750,CHEMBL11957
1287308,CHEMBL1966017
47681,CHEMBL32651
1225608,CHEMBL1885037
1678036,CHEMBL3188745
1614498,CHEMBL3109300
1286478,CHEMBL1965187
274884,CHEMBL166367
275668,CHEMBL167944
1285695,CHEMBL1964404
16908,CHEMBL15537
1515312,CHEMBL2316227
1543479,CHEMBL2369028
75274,CHEMBL49472
1143707,CHEMBL1771396
1732874,CHEMBL3234362
1673960,CHEMBL3184669
52529,CHEMBL288476
204650,CHEMBL122046
254690,CHEMBL152953
1409637,CHEMBL2137686
544962,CHEMBL542122
464622,CHEMBL447144
1674422,CHEMBL3185131
259308,CHEMBL347936
1495259,CHEMBL2288352
295795,CHEMBL177484
1487716,CHEMBL2270413
1740511,CHEMBL3247882
9229,CHEMBL11561
1365961,CHEMBL2088290
1097906,CHEMBL1717175
1294432,CHEMBL1973141
1754612,CHEMBL3276568
1633198,CHEMBL3143907
1449165,CHEMBL2218892
809113,CHEMBL1385229
1487963,CHEMBL2270658
295407,CHEMBL178016
1294245,CHEMBL1972954
1314202,CHEMBL1992911
1089157,CHEMBL1708426
383036,CHEMBL229697
1473799,CHEMBL2238262
1494605,CHEMBL2287704
1731765,CHEMBL3233264
975249,CHEMBL1551365
1729375,CHEMBL3228746
345807,CHEMBL383410
1578110,CHEMBL2419330
523390,CHEMBL488156
135755,CHEMBL82268
1315090,CHEMBL1993799
1788532,CHEMBL3329545
483524,CHEMBL519366
1380055,CHEMBL2107785
2087702,CHEMBL3809910
615023,CHEMBL1085425
1285637,CHEMBL1964346
453491,CHEMBL462576
1510640,CHEMBL2311602
1171,CHEMBL6808
1070559,CHEMBL1673038
1376934,CHEMBL2104664
87734,CHEMBL57400
515594,CHEMBL457417
139819,CHEMBL87680
1207620,CHEMBL1867049
1672317,CHEMBL3183026
1782382,CHEMBL3317744
1378692,CHEMBL2106422
269034,CHEMBL349011
584598,CHEMBL597041
138034,CHEMBL313893
378557,CHEMBL226414
674624,CHEMBL1200673
1948155,CHEMBL3582092
1783551,CHEMBL3318901
611221,CHEMBL1079851
841733,CHEMBL1417849
1844526,CHEMBL3427136
467718,CHEMBL451922
1302001,CHEMBL1980710
1356405,CHEMBL2063011
304415,CHEMBL359504
1798506,CHEMBL3349895
1319052,CHEMBL1997761
502973,CHEMBL495856
1856705,CHEMBL3440631
649943,CHEMBL1172217
411506,CHEMBL246131
49060,CHEMBL35976
2029965,CHEMBL3696699
312152,CHEMBL189194
744892,CHEMBL1321008
1308374,CHEMBL1987083
1309315,CHEMBL1988024
66248,CHEMBL47244
482536,CHEMBL449743
2039276,CHEMBL3707305
504443,CHEMBL509693
463813,CHEMBL466577
1677583,CHEMBL3188292
1416675,CHEMBL2144724
1306646,CHEMBL1985355
1166010,CHEMBL1808316
1438806,CHEMBL2178015
274701,CHEMBL165739
479717,CHEMBL447051
34332,CHEMBL283834
488237,CHEMBL508452
1677941,CHEMBL3188650
227718,CHEMBL413704
1030319,CHEMBL1606435
90815,CHEMBL291747
801979,CHEMBL1378095
1925541,CHEMBL3542414
1839147,CHEMBL3415952
1356363,CHEMBL2062970
1302111,CHEMBL1980820
1676212,CHEMBL3186921
1334652,CHEMBL2016933
875615,CHEMBL1451731
263549,CHEMBL346532
9461,CHEMBL273729
52523,CHEMBL807
152693,CHEMBL96060
145360,CHEMBL316307
2068754,CHEMBL3765756
1387478,CHEMBL2115527
212401,CHEMBL338071
499762,CHEMBL509311
436403,CHEMBL258256
144073,CHEMBL313486
431191,CHEMBL408882
308054,
1243226,CHEMBL1902655
893946,CHEMBL1470062
1819742,CHEMBL3355612
1311595,CHEMBL1990304
1980124,CHEMBL3647356
75366,CHEMBL298797
1327340,CHEMBL2006049
1727796,CHEMBL3221387
618426,CHEMBL1080066
1325088,CHEMBL2003797
788650,CHEMBL1364766
294327,CHEMBL18780
1942838,CHEMBL3561087
1431209,CHEMBL2171712
59566,CHEMBL40274
1361481,CHEMBL2071323
395159,CHEMBL389969
1294068,CHEMBL1972777
1823413,CHEMBL3359246
291126,CHEMBL173118
785893,CHEMBL1362009
252462,CHEMBL348187
550670,CHEMBL554598
1543467,CHEMBL2369016
1548099,CHEMBL2373648
444663,CHEMBL513372
1582013,CHEMBL2429971
482627,CHEMBL517695
1799065,CHEMBL3350458
276075,CHEMBL167893
918795,CHEMBL1494911
1320026,CHEMBL1998735
1494926,CHEMBL2288022
420168,CHEMBL403996
1549147,CHEMBL2374696
740639,CHEMBL1316755
1312644,CHEMBL1991353
1311915,CHEMBL1990624
190756,CHEMBL116736
1063619,CHEMBL1651338
1347168,CHEMBL2040560
1740060,CHEMBL3247436
71374,CHEMBL46065
378553,CHEMBL225985
1214354,CHEMBL1873783
674690,CHEMBL1200739
1418079,CHEMBL2146128
464923,CHEMBL445744
1288886,CHEMBL1967595
1305040,CHEMBL1983749
1955786,CHEMBL3600897
1309648,CHEMBL1988357
335900,CHEMBL199428
1149757,CHEMBL1783094
1266707,CHEMBL1923105
1376213,CHEMBL2103943
1163241,CHEMBL1802159
481382,CHEMBL477855
1212254,CHEMBL1871683
1237444,CHEMBL1896873
2093548,CHEMBL3823537
978166,CHEMBL1554282
259259,CHEMBL158261
94962,CHEMBL60184
1121060,CHEMBL1742174
1425440,CHEMBL2158899
449117,CHEMBL487279
1316437,CHEMBL1995146
1682966,CHEMBL3193675
277890,CHEMBL167667
280685,CHEMBL444608
1673923,CHEMBL3184632
1316441,CHEMBL1995150
443243,CHEMBL513287
255227,CHEMBL152639
1522261,CHEMBL2332630
2088890,CHEMBL3814253
464498,CHEMBL444145
644084,CHEMBL1162545
620330,CHEMBL1088947
1794357,CHEMBL3342216
482975,CHEMBL479722
1820878,CHEMBL3356737
2083172,CHEMBL3800244
483190,CHEMBL471591
1750445,CHEMBL3272443
36226,CHEMBL26590
183322,CHEMBL111675
1306120,CHEMBL1984829
1323065,CHEMBL2001774
442522,CHEMBL504684
353311,CHEMBL211889
725894,CHEMBL1302010
311242,CHEMBL1368
1318434,CHEMBL1997143
546980,CHEMBL555334
1673711,
1296745,CHEMBL1975454
1320100,CHEMBL1998809
1942145,CHEMBL3560394
1673765,CHEMBL3184474
119571,CHEMBL73813
2059930,CHEMBL3753998
380032,CHEMBL229397
484307,CHEMBL491387
1137372,CHEMBL1760103
271226,CHEMBL165295
31122,CHEMBL279701
1686506,CHEMBL3197215
1158081,CHEMBL1794750
1475564,CHEMBL2251642
1299339,CHEMBL1978048
444757,CHEMBL450885
1463519,CHEMBL2229361
1960302,CHEMBL3609438
1705878,CHEMBL3217101
1122133,CHEMBL1743348
485641,CHEMBL494366
2077591,CHEMBL3786109
1304443,CHEMBL1983152
1446711,CHEMBL2207070
399638,CHEMBL237090
487970,CHEMBL466747
1075327,CHEMBL1684992
465109,CHEMBL463263
1377249,CHEMBL2104979
1819118,CHEMBL3354994
1756580,CHEMBL3278517
553977,CHEMBL553241
1494115,CHEMBL2287219
63019,CHEMBL43280
693402,CHEMBL1231052
865012,CHEMBL1441128
267518,CHEMBL161609
1293765,CHEMBL1972474
1304509,CHEMBL1983218
1376742,CHEMBL2104472
1359681,CHEMBL2069541
56002,CHEMBL38577
385346,CHEMBL228478
205216,CHEMBL339305
1674203,CHEMBL3184912
76441,CHEMBL300051
1672493,CHEMBL3183202
1379515,CHEMBL2107245
1727236,CHEMBL3220832
609974,CHEMBL606966
1228156,CHEMBL1887585
1297937,CHEMBL1976646
2039204,CHEMBL3707233
216150,CHEMBL131402
917886,CHEMBL1494002
416694,CHEMBL401410
121268,CHEMBL308989
901159,CHEMBL1477275
2081904,CHEMBL3799793
1303120,CHEMBL1981829
861274,CHEMBL1437390
614287,CHEMBL1086595
565118,CHEMBL550966
240296,CHEMBL356942
307365,CHEMBL365637
1477787,CHEMBL2259972
1565040,CHEMBL2391468
453555,CHEMBL502759
799008,CHEMBL1375124
331836,CHEMBL200480
1952801,CHEMBL3594198
396202,CHEMBL397777
2038527,CHEMBL3706481
2068888,CHEMBL3763184
274342,CHEMBL165945
838762,CHEMBL1414878
1732885,CHEMBL3234373
1845864,CHEMBL3430997
498194,CHEMBL476026
190955,CHEMBL117311
285748,CHEMBL353458
466274,CHEMBL446036
195737,CHEMBL119308
294313,CHEMBL175255
915139,CHEMBL1491255
163081,CHEMBL102029
504228,CHEMBL459127
587446,CHEMBL578084
555219,CHEMBL561063
1732944,CHEMBL3234431
1751102,CHEMBL3273093
1314072,CHEMBL1992781
30443,CHEMBL282046
618799,CHEMBL1080239
482914,CHEMBL479523
1213819,CHEMBL1873248
1306033,CHEMBL1984742
685375,CHEMBL1213531
1741492,CHEMBL3248854
1036245,CHEMBL1612361
1340587,CHEMBL2028331
1354241,CHEMBL2058479
2058569,CHEMBL3753923
502636,CHEMBL523256
711838,CHEMBL1275877
485195,CHEMBL492209
1290576,CHEMBL1969285
594349,CHEMBL596399
1318416,CHEMBL1997125
982213,CHEMBL1558329
1787841,CHEMBL3327018
1324510,CHEMBL2003219
1149756,CHEMBL1783093
1340684,CHEMBL2028428
1304027,CHEMBL1982736
67980,CHEMBL44713
1312329,CHEMBL1991038
458687,CHEMBL473963
38108,CHEMBL30127
1302821,CHEMBL1981530
272963,CHEMBL162872
451849,CHEMBL511653
1780921,CHEMBL3314203
1296477,CHEMBL1975186
519096,CHEMBL458347
75362,CHEMBL300924
1732859,CHEMBL3234347
1729022,CHEMBL3228396
1676528,CHEMBL3187237
466536,CHEMBL457484
1683422,CHEMBL3194131
255799,CHEMBL440538
875234,CHEMBL1451350
597557,CHEMBL592433
242629,CHEMBL148207
340585,CHEMBL380698
751647,CHEMBL1327763
1376588,CHEMBL2104318
307446,CHEMBL185135
223347,CHEMBL335741
504731,CHEMBL499556
110354,CHEMBL70363
550394,CHEMBL537704
628033,CHEMBL1094865
1744469,CHEMBL3251801
1307678,CHEMBL1986387
1158122,CHEMBL1794791
1294847,CHEMBL1973556
1449189,CHEMBL2218916
1672061,CHEMBL3182770
1678253,CHEMBL3188962
319583,CHEMBL190403
1672775,CHEMBL3183484
291257,CHEMBL174667
1376522,CHEMBL2104252
1495062,CHEMBL2288157
1170112,CHEMBL1817919
1286323,CHEMBL1965032
1290960,CHEMBL1969669
1033314,CHEMBL1609430
1318541,CHEMBL1997250
510640,CHEMBL508629
988025,CHEMBL1564141
509176,CHEMBL443872
1309958,CHEMBL1988667
1763383,CHEMBL3299040
310908,CHEMBL359977
1291988,CHEMBL1970697
581659,CHEMBL571025
1672977,CHEMBL3183686
260326,CHEMBL349303
1476704,CHEMBL2252770
489418,CHEMBL448914
857334,
650948,CHEMBL1172578
504973,CHEMBL459120
515357,CHEMBL456667
693256,CHEMBL1230906
1794700,CHEMBL3341766
1308179,CHEMBL1986888
79033,CHEMBL54255
1603604,CHEMBL3086139
2069121,CHEMBL3763716
1671594,CHEMBL3182303
1354143,CHEMBL2058382
1763007,CHEMBL3298667
641912,CHEMBL1160373
388360,CHEMBL389557
1677758,CHEMBL3188467
504303,CHEMBL505423
609978,CHEMBL606970
693811,CHEMBL1231461
261416,CHEMBL349570
1217890,CHEMBL1877319
908276,CHEMBL1484392
331267,CHEMBL415461
81623,CHEMBL52775
1473847,CHEMBL2238309
505437,CHEMBL477693
482452,CHEMBL476920
1299671,CHEMBL1978380
560974,CHEMBL541730
1527675,CHEMBL2337990
1754186,CHEMBL3276147
1675640,CHEMBL3186349
1402949,CHEMBL2130998
1217354,CHEMBL1876783
23236,CHEMBL283972
230610,CHEMBL141372
1616297,CHEMBL3113340
1304826,CHEMBL1983535
1590164,CHEMBL2448016
352345,CHEMBL210749
1738207,CHEMBL3245601
1153391,CHEMBL1789740
449447,CHEMBL511057
218389,CHEMBL132502
1344608,CHEMBL2035087
423355,CHEMBL398546
1207732,CHEMBL1867161
385343,CHEMBL374829
413534,CHEMBL249525
216394,CHEMBL338808
20452,CHEMBL278871
686584,CHEMBL1214728
289203,CHEMBL177167
54184,CHEMBL287095
1324321,CHEMBL2003030
1287923,CHEMBL1966632
98643,CHEMBL64474
502919,CHEMBL526826
1262022,CHEMBL1914584
1737055,CHEMBL3238501
607219,CHEMBL610425
1379068,CHEMBL2106798
465318,CHEMBL463052
617445,CHEMBL1080960
592357,CHEMBL595241
674678,CHEMBL1200727
1752899,CHEMBL3274873
1590735,CHEMBL2448587
1797436,CHEMBL3348825
1324503,CHEMBL2003212
3975,CHEMBL416695
1495975,CHEMBL2289061
2079539,CHEMBL3793766
312216,CHEMBL186857
1531192,CHEMBL2349345
1728993,CHEMBL3228368
158663,CHEMBL97270
553753,CHEMBL555233
260291,CHEMBL345697
482757,CHEMBL447804
171413,CHEMBL104901
1487950,CHEMBL2270645
970,CHEMBL6753
1288467,CHEMBL1967176
1486149,CHEMBL2268862
1416498,CHEMBL2144547
1286604,CHEMBL1965313
1568640,CHEMBL2398122
822010,CHEMBL1398126
641548,CHEMBL1160009
1043731,CHEMBL1620780
300894,CHEMBL178205
489543,CHEMBL515955
201330,CHEMBL121929
1603611,CHEMBL3086146
370103,CHEMBL374506
1313619,CHEMBL1992328
1763284,CHEMBL3298942
2079130,CHEMBL3786879
1361427,CHEMBL2071269
394633,CHEMBL396702
1160286,CHEMBL1797229
196492,CHEMBL324254
601208,CHEMBL609621
1753256,CHEMBL3275226
1205560,CHEMBL1864989
1320872,CHEMBL1999581
807162,CHEMBL1383278
1289138,CHEMBL1967847
258041,CHEMBL346798
2089156,CHEMBL3814747
39859,CHEMBL28135
262373,CHEMBL155816
462643,CHEMBL445862
1299338,CHEMBL1978047
1321788,CHEMBL2000497
1265224,CHEMBL1917754
1745809,CHEMBL3260856
128949,CHEMBL82086
509394,CHEMBL446207
445661,CHEMBL443158
188741,CHEMBL115551
